ORDER_STATUS,1449196165,0,0.005624056
ORDER_STATUS,1449196165,0,0.138278008
ORDER_STATUS,1449196165,0,0.002046824
ORDER_STATUS,1449196165,0,0.133484125
ORDER_STATUS,1449196165,0,0.00205183
ORDER_STATUS,1449196165,0,0.211374044
ORDER_STATUS,1449196165,0,0.018048048
ORDER_STATUS,1449196165,0,0.159836769
ORDER_STATUS,1449196166,1,0.001706123
ORDER_STATUS,1449196166,1,0.001272917
ORDER_STATUS,1449196166,1,0.129060984
ORDER_STATUS,1449196166,1,0.175555944
ORDER_STATUS,1449196166,1,0.118138075
ORDER_STATUS,1449196166,1,0.168806076
ORDER_STATUS,1449196166,1,0.002238035
ORDER_STATUS,1449196166,1,0.130652905
ORDER_STATUS,1449196166,1,0.156838894
ORDER_STATUS,1449196166,1,0.014467955
ORDER_STATUS,1449196166,1,0.234009981
ORDER_STATUS,1449196166,1,0.001556873
ORDER_STATUS,1449196166,1,0.146974087
ORDER_STATUS,1449196166,1,0.384880066
ORDER_STATUS,1449196166,1,0.001036882
ORDER_STATUS,1449196166,1,0.001848936
ORDER_STATUS,1449196166,1,0.011895895
ORDER_STATUS,1449196166,1,0.258040905
ORDER_STATUS,1449196167,2,0.00131011
ORDER_STATUS,1449196167,2,0.170442104
ORDER_STATUS,1449196167,2,0.143647909
ORDER_STATUS,1449196167,2,0.002524853
ORDER_STATUS,1449196167,2,0.21667695
ORDER_STATUS,1449196167,2,0.105046988
ORDER_STATUS,1449196167,2,0.003461123
ORDER_STATUS,1449196167,2,0.172235966
ORDER_STATUS,1449196167,2,0.163523912
ORDER_STATUS,1449196167,2,0.105607986
ORDER_STATUS,1449196167,2,0.172883987
ORDER_STATUS,1449196167,2,0.140352011
ORDER_STATUS,1449196167,2,0.166669846
ORDER_STATUS,1449196167,2,0.001327991
ORDER_STATUS,1449196167,2,0.00169301
ORDER_STATUS,1449196167,2,0.001237154
ORDER_STATUS,1449196167,2,0.078366041
ORDER_STATUS,1449196168,3,0.001449108
ORDER_STATUS,1449196168,3,0.275973082
ORDER_STATUS,1449196168,3,0.001324892
ORDER_STATUS,1449196168,3,0.224822998
ORDER_STATUS,1449196168,3,0.329093218
ORDER_STATUS,1449196168,3,0.24458909
ORDER_STATUS,1449196168,3,0.175275087
ORDER_STATUS,1449196168,3,0.000965834
ORDER_STATUS,1449196168,3,0.167857885
ORDER_STATUS,1449196168,3,0.007699013
ORDER_STATUS,1449196168,3,0.001372814
ORDER_STATUS,1449196168,3,0.001955032
ORDER_STATUS,1449196169,4,0.005411148
ORDER_STATUS,1449196169,4,0.008667946
ORDER_STATUS,1449196169,4,0.211908817
ORDER_STATUS,1449196169,4,0.012920856
ORDER_STATUS,1449196169,4,0.001060963
ORDER_STATUS,1449196170,5,0.188038111
ORDER_STATUS,1449196170,5,0.002645016
ORDER_STATUS,1449196170,5,0.12631011
ORDER_STATUS,1449196170,5,0.233195066
ORDER_STATUS,1449196170,5,0.157763958
ORDER_STATUS,1449196170,5,0.005025148
ORDER_STATUS,1449196170,5,0.259279013
ORDER_STATUS,1449196170,5,0.00131011
ORDER_STATUS,1449196170,5,0.162467003
ORDER_STATUS,1449196170,5,0.001798868
ORDER_STATUS,1449196170,5,0.148960114
ORDER_STATUS,1449196170,5,0.155920982
ORDER_STATUS,1449196170,5,0.269731998
ORDER_STATUS,1449196170,5,0.002102137
ORDER_STATUS,1449196170,5,0.012422085
ORDER_STATUS,1449196170,5,0.002038002
ORDER_STATUS,1449196170,5,0.243628025
ORDER_STATUS,1449196171,6,0.171897173
ORDER_STATUS,1449196171,6,0.24606204
ORDER_STATUS,1449196171,6,0.001137018
ORDER_STATUS,1449196171,6,0.163367033
ORDER_STATUS,1449196171,6,0.001454115
ORDER_STATUS,1449196171,6,0.007758856
ORDER_STATUS,1449196171,6,0.154096127
ORDER_STATUS,1449196171,6,0.178359985
ORDER_STATUS,1449196171,6,0.031038046
ORDER_STATUS,1449196171,6,0.169187069
ORDER_STATUS,1449196171,6,0.257437944
ORDER_STATUS,1449196171,6,0.183059931
ORDER_STATUS,1449196171,6,0.276719093
ORDER_STATUS,1449196171,6,0.006070137
ORDER_STATUS,1449196171,6,0.112342119
ORDER_STATUS,1449196172,7,0.158535957
ORDER_STATUS,1449196172,7,0.183432102
ORDER_STATUS,1449196172,7,0.002168179
ORDER_STATUS,1449196172,7,0.005338192
ORDER_STATUS,1449196172,7,0.149441957
ORDER_STATUS,1449196172,7,0.169418097
ORDER_STATUS,1449196172,7,0.233232021
ORDER_STATUS,1449196172,7,0.001258135
ORDER_STATUS,1449196172,7,0.170289993
ORDER_STATUS,1449196172,7,0.002701044
ORDER_STATUS,1449196172,7,0.128705978
ORDER_STATUS,1449196172,7,0.016385078
ORDER_STATUS,1449196172,7,0.001063108
ORDER_STATUS,1449196172,7,0.001435995
ORDER_STATUS,1449196172,7,0.002068996
ORDER_STATUS,1449196173,8,0.240806818
ORDER_STATUS,1449196173,8,0.004724026
ORDER_STATUS,1449196173,8,0.002543926
ORDER_STATUS,1449196173,8,0.247056007
ORDER_STATUS,1449196173,8,0.001424074
ORDER_STATUS,1449196173,8,0.196854115
ORDER_STATUS,1449196173,8,0.160832882
ORDER_STATUS,1449196173,8,0.001158953
ORDER_STATUS,1449196173,8,0.173602104
ORDER_STATUS,1449196173,8,0.00101614
ORDER_STATUS,1449196173,8,0.00145483
ORDER_STATUS,1449196173,8,0.161486864
ORDER_STATUS,1449196173,8,0.200820923
ORDER_STATUS,1449196173,8,0.001120806
ORDER_STATUS,1449196173,8,0.001765013
ORDER_STATUS,1449196174,9,0.164518833
ORDER_STATUS,1449196174,9,0.007990837
ORDER_STATUS,1449196174,9,0.174160004
ORDER_STATUS,1449196174,9,0.135946989
ORDER_STATUS,1449196174,9,0.239144087
ORDER_STATUS,1449196174,9,0.018167019
ORDER_STATUS,1449196174,9,0.188369036
ORDER_STATUS,1449196174,9,0.001420975
ORDER_STATUS,1449196174,9,0.215759039
ORDER_STATUS,1449196174,9,0.003038883
ORDER_STATUS,1449196174,9,0.010094881
ORDER_STATUS,1449196174,9,0.269462109
ORDER_STATUS,1449196175,10,0.140959978
ORDER_STATUS,1449196175,10,0.129143
ORDER_STATUS,1449196175,10,0.203446865
ORDER_STATUS,1449196175,10,0.149300098
ORDER_STATUS,1449196175,10,0.174204111
ORDER_STATUS,1449196175,10,0.001510859
ORDER_STATUS,1449196175,10,0.001213074
ORDER_STATUS,1449196175,10,0.004878998
ORDER_STATUS,1449196175,10,0.112775087
ORDER_STATUS,1449196175,10,0.009054184
ORDER_STATUS,1449196175,10,0.233070135
ORDER_STATUS,1449196175,10,0.008575916
ORDER_STATUS,1449196175,10,0.160023928
ORDER_STATUS,1449196175,10,0.19539094
ORDER_STATUS,1449196175,10,0.276013136
ORDER_STATUS,1449196175,10,0.002384901
ORDER_STATUS,1449196176,11,0.306372166
ORDER_STATUS,1449196176,11,0.115346193
ORDER_STATUS,1449196176,11,0.411769152
ORDER_STATUS,1449196176,11,0.17798996
ORDER_STATUS,1449196176,11,0.281290054
ORDER_STATUS,1449196176,11,0.249988079
ORDER_STATUS,1449196176,11,0.163692951
ORDER_STATUS,1449196176,11,0.230365038
ORDER_STATUS,1449196176,11,0.005350113
ORDER_STATUS,1449196176,11,0.234126091
ORDER_STATUS,1449196177,12,0.016423941
